22-Jan-2019,14:20:28,143.942423,23.500000
22-Jan-2019,14:20:34,119.545726,23.370000
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
