Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;100000;-674.290390859644;31880.8462157245;31887.9761502965;91.211643946002;51.4939568699903
2;79433;-945.586095776709;41220.66973458;41231.5139963577;91.3141123737344;50.1839298732978
3;63096;-1090.67302744474;52214.9014605376;52226.2912926664;91.1966291872492;48.7789058768451
4;50119;-1259.95981776685;66223.3892776349;66235.3741301395;91.0899724701671;47.4488818802031
5;39811;-1428.96212141461;83530.506372994;83542.7281555566;90.980067244758;46.1938568833717
6;31623;-1405.25282308099;105618.116267896;105627.4643238;90.7622774219897;44.8488298867676
7;25119;-1008.1353215309;133256.535477609;133260.348882636;90.4334556420406;43.5338068900877
8;19953;-959.023820140004;167751.963899739;167754.705206462;90.3275515675442;42.2637828932942
9;15849;-518.246983071582;211139.947832067;211140.583854605;90.1406332887246;41.0437608963745
10;12589;-97.1617158008996;265324.827211769;265324.845002035;90.020981662573;39.9137408992275
11;10000;528.474138026184;332936.249233611;332936.668660362;89.9090537232572;37.8137029045296
12;7943.3;2778.0726499322;418836.760337098;418845.973476317;89.6199724596021;36.5986799075972
13;6309.6;4190.17954810819;528172.678968444;528189.29979066;89.5454619738145;35.3636549107154
14;5011.9;7173.95720181364;660145.80161707;660184.78099285;89.3773780133336;34.1136319138714
15;3981.1;4727.27408584626;828896.008105196;828909.4880462;89.6732401717406;32.9136099169011
16;3162.3;19104.7636158175;1030136.62636545;1030313.76821452;88.9375226317712;31.6785889200193
17;2511.9;35363.1159600492;1293714.04333769;1294197.27085926;88.4342344448938;30.4535659231121
18;1995.3;48665.5973786433;1680967.68312018;1681671.99300656;88.3416964309248;29.268542926104
19;1584.9;131620.897633972;2062317.59130149;2066513.46670801;86.3482308731597;28.0835229290959
20;1258.9;-49548.8871789054;2159545.50356012;2160113.85676019;91.3143710547489;26.8784999321383
21;1000;282282.107056999;3154069.3705182;3166675.98310999;84.8857823949637;25.5634739354584
22;794.33;-282987.910919582;4379591.83369019;4388724.96147257;93.6970349743731;24.3684519384756
23;630.96;-182037.76139765;4931121.2475776;4934480.16561886;92.1141766331468;23.1284309416063
24;501.19;-1188683.71874692;6514160.36457948;6621725.92597068;100.341375662092;20.9483909471104
25;398.11;24062.4356155441;6277021.47817685;6277067.59867227;89.7803625083684;19.7583659501149
26;316.23;7822040.48037006;14224055.2804209;16232931.5250517;61.1928863262125;18.5233449532331
27;251.19;1021451.38208981;8236660.5580783;8299755.42259987;82.9306823050065;17.2933229563386
28;199.53;-16809306.5404219;8747051.27107542;18948976.0226956;152.508903999413;16.1033009593431
29;158.49;5771262.44350332;14035146.0854793;15175401.0106005;67.647498933115;14.8682769624612
30;125.89;-6644896.21187928;2366505.24624138;7053721.90741424;160.397213570728;13.7232559653521
31;100;566218.11348335;5891515.11979773;5918661.44992615;84.5103130803715;11.7582219703133
