Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;100000;-358.671448434414;25511.5114847113;25514.0326769893;90.8054797693057;51.1579468708386
2;79433;-490.208506196652;32311.8782719757;32315.5965725921;90.8691764584356;49.8129238742345
3;63096;-573.941122455776;40916.5268066158;40920.5519797638;90.8036421966004;48.4228958777439
4;50119;-649.554176787574;51754.7865739877;51758.8625642758;90.7190592686125;47.0478718812155
5;39811;-641.81793377594;65334.6197051864;65337.772094566;90.5628298771726;45.8078498843463
6;31623;-502.332602127718;82508.610423757;82510.139571464;90.3488264104971;44.5228238875907
7;25119;-381.783575995851;103746.720989981;103747.423461365;90.2108451104911;43.2828008907214
8;19953;317.674760690966;130662.388113433;130662.774288467;89.8606991082498;42.0227798939027
9;15849;679.914155953426;164317.53704955;164318.943720101;89.762922510036;40.7977568969956
10;12589;1506.82765914616;207141.363003407;207146.843559113;89.583215340169;39.6427348999117
11;10000;2349.18504861501;259262.294074214;259272.936881227;89.4808550713978;37.4226949055168
12;7943.3;3675.75217744152;325963.35299077;325984.077290679;89.3539268813052;36.1576689087107
13;6309.6;4768.30694806477;408951.146056535;408978.943971574;89.3319703678004;34.9076459118667
14;5011.9;8330.33236633492;513232.967670553;513300.568420936;89.0701084902896;33.6376249150732
15;3981.1;14058.479267398;646599.207314152;646752.020281809;88.7544608304616;32.3576009183049
16;3162.3;11003.4992921109;800861.775046099;800937.363173089;89.2128299515083;31.1425769213726
17;2511.9;13384.4936701867;1018084.98870679;1018172.96610199;89.246790955626;29.8775529245664
18;1995.3;41978.5876846666;1256571.21536031;1257272.21439754;88.0866172126545;28.6775309275962
19;1584.9;16801.0797254566;1602507.00376939;1602595.07468664;89.3993188866107;27.4675109306512
20;1258.9;213708.186106313;1915809.8700541;1927692.57066721;83.6349815959249;26.1674839339335
21;1000;20144.2524791882;2466744.92728862;2466827.17822146;89.5321141721086;24.7874589374177
22;794.33;247300.420597107;2875377.83821849;2885992.93321129;85.0843025256753;23.5624359405106
23;630.96;276412.665353729;3987000.67833754;3996570.82642507;86.0341169465969;22.3074129436792
24;501.19;830406.480123774;4938889.38957483;5008213.58616886;80.4557705765985;21.1223929466711
25;398.11;-1150413.05503386;5901108.80505347;6012198.87614107;101.031373304564;19.8923699497766
26;316.23;3877058.91219835;8716641.67200254;9539990.9772886;66.0210686173222;18.6523449529074
27;251.19;3225056.21984798;8654713.27796754;9236073.2752078;69.5628040431614;17.4573249559245
28;199.53;4463109.15424197;14897845.9223238;15552014.5462888;73.3227915713219;16.2073019590805
29;158.49;3111577.21578918;12786935.2160331;13160076.9370413;76.3234403011566;14.9572779622365
30;125.89;-14943869.3832416;-1340839.22740956;15003902.2249929;-174.872863483472;13.80725696514
31;100;-960663.783280721;-10005055.995517;10051070.6085441;-95.484602797213;11.732219970379
