Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;100000;89.5374984767499;8242.88534286166;8243.37162447485;89.3776549349829;51.5179528699297
2;79433;102.186480538974;10398.0327757002;10398.5348814793;89.4369448808934;50.2529318731235
3;63096;134.985320867545;13092.495798374;13093.1916379197;89.4092940507949;48.9629078763805
4;50119;170.486530864958;16485.2852720109;16486.1668121121;89.4074830793915;47.6828818796123
5;39811;245.761571148519;20753.3474714223;20754.8025772216;89.3215339041437;46.4828618826421
6;31623;351.922907796662;26100.6257172988;26102.9981528474;89.2275098779577;45.2128368858486
7;25119;498.9755542154;32788.2658917513;32792.0624052816;89.1281336214007;44.0278148888405
8;19953;681.98487469895;41154.6539923373;41160.3042821397;89.0506230749551;42.8477918918197
9;15849;977.210801944776;51701.0416443811;51710.276039347;88.9171709751964;41.6577708948242
10;12589;1329.54209818863;64906.6033391244;64920.2190323885;88.8265215671083;40.4677508978288
11;10000;2041.10962636113;81414.2431014369;81439.8250752461;88.5638572563512;39.2427259009216
12;7943.3;2608.67478240333;102095.828466827;102129.150463754;88.5363403868288;38.1477069036863
13;6309.6;3028.09474105676;128006.012159462;128041.823271653;88.6448707092303;35.3526559107431
14;5011.9;4018.25114771461;160532.387739569;160582.669848441;88.5661412592834;34.1876349136845
15;3981.1;5567.48018288128;201341.00594209;201417.967195977;88.4160611068971;33.037612916588
16;3162.3;8546.40809411537;253393.921350324;253538.005964797;88.068274250399;31.8325909196304
17;2511.9;9749.48911705908;315978.369155503;316128.743255363;88.23270367297;30.6275679226728
18;1995.3;13716.9401729854;399234.425472819;399470.000037952;88.0321993966913;29.5025459255132
19;1584.9;19796.2852981823;495558.802064447;495954.049499706;87.7123989525537;28.3075259285304
20;1258.9;-1550.47629928919;605168.575693119;605170.561894077;90.1467947236136;27.092502931598
21;1000;25554.6345430052;764603.413858957;765030.339157473;88.0857685600567;25.8074789348424
22;794.33;49537.3608565458;951901.210637722;953189.31222197;87.0209895626053;24.6374569377964
23;630.96;33259.4850490365;1212200.34452;1212656.53364839;88.428353730415;23.4274349408514
24;501.19;61977.989530638;1543829.62879545;1545073.20018599;87.701060222407;22.2524129438181
25;398.11;244177.902017881;1907465.33050279;1923030.6380565;82.7051434768675;21.0673919468099
26;316.23;156397.815134541;2797087.56896032;2801456.61130263;86.7996662954934;19.8673699498397
27;251.19;-106517.951709944;2708399.95067024;2710493.74963807;92.2522099705176;18.6623439528821
28;199.53;746573.56029291;4773399.59798963;4831429.99566546;81.1107890691052;16.0872979593835
29;158.49;401750.604067572;5084604.44053329;5100451.53536033;85.4822660039826;14.857277962489
30;125.89;-990464.10778228;3403925.76539963;3545099.40130829;106.223780952113;13.7072549653925
31;100;6893073.17211568;1958726.90046778;7165966.00792643;15.8629617196985;11.7772199702654
