Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;100000;102.435803386674;8231.19398197916;8231.83135534161;89.2870006156852;51.1979468707376
2;79433;110.898677122119;10372.5923108573;10373.1851310889;89.3874449247886;49.9079208739946
3;63096;132.707167096408;13062.2161773384;13062.8902872113;89.4179166160717;48.6028968772895
4;50119;171.1454604706;16462.4344368424;16463.3240372646;89.4043676009065;47.2878728806096
5;39811;238.767360511998;20722.3046906392;20723.6802123593;89.3398535112532;46.1078508835889
6;31623;349.205276646361;26056.7776381179;26059.1175063078;89.2321847661793;44.9078288866186
7;25119;478.826678970268;32769.0895434435;32772.5876990925;89.1628453557631;43.6978058896736
8;19953;693.655706450425;41137.8831802043;41143.7308807457;89.0339858207066;42.5077858926782
9;15849;982.831269203959;51686.8569027154;51696.2003805454;88.9106457319682;41.3027648957205
10;12589;1352.25377102251;64867.3436119592;64881.4369256202;88.8057594293219;40.0977418987629
11;10000;2035.95218764662;81299.4233007204;81324.9121139402;88.5654622539847;38.8527169019063
12;7943.3;2654.78447232521;101965.467465603;102000.021745456;88.5085775286217;37.7676979046457
13;6309.6;3103.53965730982;127837.325524923;127874.992691181;88.6092887913498;34.9626449117278
14;5011.9;4476.53659639856;160590.770114368;160653.150687513;88.4032690598659;33.7826249147071
15;3981.1;5508.62047201716;201144.907001091;201220.323307519;88.4312710779086;32.5825999177368
16;3162.3;7212.48935560475;253192.625732312;253295.333016476;88.3683036761339;31.4025799207161
17;2511.9;9477.50515529476;316554.405089171;316696.249559933;88.2851008438666;30.1875559237837
18;1995.3;12567.1418062173;394494.739013719;394694.859559483;88.1753856504991;29.0375359266873
19;1584.9;16095.7367791131;496277.872067134;496538.819273926;88.1423821551962;27.877514929616
20;1258.9;50710.8592702652;615329.433669894;617415.502873422;85.2887562263181;26.6974939325953
21;1000;32658.1123206626;772604.766384767;773294.689843923;87.5795402392819;25.3824669359154
22;794.33;74928.746533294;963645.124394201;966553.797171045;85.5538816500472;24.2174479388568
23;630.96;60225.3414661841;1206724.4443099;1208226.37624319;87.1428463332885;23.0474239418108
24;501.19;-26624.2112985461;1485261.07232963;1485499.68078254;91.0269518335664;21.9024039447017
25;398.11;257789.461838156;1935634.60777848;1952725.46495009;82.4139408639875;20.7323809476558
26;316.23;34360.5224398434;2782182.10540286;2782394.27707977;89.2924212873565;19.5373619506729
27;251.19;-319377.155701454;3033464.15541787;3050230.57321721;96.0102228171612;18.3873389535764
28;199.53;1244528.5175544;4818710.95395385;4976828.95916275;75.5186677672533;17.1773149566314
29;158.49;338639.146938996;4377372.12662355;4390451.36708976;85.5763355145586;15.9772949596612
30;125.89;-3153684.7318219;3942329.67609533;5048533.51605677;128.658221862266;14.8772739624385
31;100;-1107345.81385823;3544012.27639655;3712982.32782205;107.351697158476;12.7872379677153
