Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;100000;0.632046724215798;-0.596252887309007;0.86890768624535;-43.3308180322856;45.5308458850457
2;79433;0.628034983110477;-0.481524342424898;0.791387157059241;-37.4779524015289;44.1508178885299
3;63096;0.622949577974708;-0.388994916294191;0.734427138388548;-31.9823232325045;42.755791892052
4;50119;0.617696272014874;-0.314013723813594;0.692930951252975;-26.9470839596227;41.4107668954479
5;39811;0.612409962007174;-0.253174229818202;0.662678770000721;-22.4605170215761;40.1607438986039
6;31623;0.607962676726679;-0.203843748876016;0.641226083568422;-18.5357825649733;38.8907199018104
7;25119;0.60454326476969;-0.16363027887892;0.626296596784933;-15.1452211661258;37.6406989049664
8;19953;0.601930437310897;-0.131106909169976;0.616043239548486;-12.2877187127931;36.3956739081098
9;15849;0.600888326790529;-0.104894533232;0.609975117832753;-9.90210345669825;35.1506509112531
10;12589;0.599617009790715;-0.0837338860126918;0.605435316195831;-7.94969497639974;33.9156299143713
11;10000;0.598581705072115;-0.0667365034354536;0.602290476877919;-6.36169432791232;31.6805869200142
12;7943.3;0.598528875823194;-0.0531854181483158;0.600887263883824;-5.07797912999696;30.4205639231955
13;6309.6;0.59757273902488;-0.0423314593666132;0.599070221992218;-4.05200728469892;29.1605419263767
14;5011.9;0.597540178838153;-0.0337186047120115;0.598490776561892;-3.22971934259361;27.9455199294443
15;3981.1;0.597755639443776;-0.0268904306292289;0.598360175601838;-2.57575174147102;26.7054949325751
16;3162.3;0.596937329426146;-0.0213853333280234;0.597320272336349;-2.05174897293464;25.4854719356554
17;2511.9;0.596400742936647;-0.016985606070653;0.596642570547034;-1.63135366807837;24.2754509387104
18;1995.3;0.596500045722121;-0.0135677333090995;0.596654328680887;-1.30300046477526;23.0304279418538
19;1584.9;0.596269047529632;-0.0108191673542002;0.596367195127409;-1.03950492411948;21.810404944934
20;1258.9;0.597236296497333;-0.00858874994116094;0.597298049954462;-0.823903715591291;20.5703809480648
21;1000;0.596719329188713;-0.0068825359357113;0.59675901931042;-0.660817836661472;19.230357951448
22;794.33;0.59744952507598;-0.00568214845213513;0.597476544999505;-0.544905127035834;17.980332954604
23;630.96;0.597489198219362;-0.00462839620066396;0.597507124677361;-0.443827712426379;16.7453109577222
24;501.19;0.597588038279786;-0.00380204941666168;0.597600133094739;-0.364529461510566;15.560289960714
25;398.11;0.598028305852565;-0.00309323256931865;0.598036305493753;-0.296353181047179;14.230265964072
26;316.23;0.598585134706177;-0.00242130750084765;0.598590031842518;-0.231763096021292;12.9602419672785
27;251.19;0.598675876083049;-0.00204165378898158;0.598679357380894;-0.195394029600399;11.7552199703209
28;199.53;0.599364149091119;-0.00174253318818878;0.599366682121748;-0.166575722291463;10.4551939736032
29;158.49;0.600350338860878;-0.00138518539454211;0.600351936874487;-0.132198036674477;9.2001719767718
30;125.89;0.602097976309216;-0.00111081739955412;0.602099000988167;-0.105705514881168;7.96014997990255
31;100;0.603282045019193;-0.000819832960250856;0.603282602076856;-0.0778623199547222;6.76012798293232
