Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;100000;1233.36206444608;27509.782667119;27537.416806486;87.4329440880264;55.6690288594492
2;79433;1347.37996112532;34366.8410892121;34393.2435110561;87.7548222360478;54.2240048630975
3;63096;1401.97308428449;43047.3318406112;43070.1556431453;88.1346402966043;52.793975866708
4;50119;1382.77713652198;53971.5415003625;53989.2523057566;88.5323753338484;51.3189508704321
5;39811;1297.13903779375;67935.8317655188;67948.2141586977;88.9061506898094;50.0239248737017
6;31623;1479.04064637488;85545.8612822833;85558.646224454;89.0094863375319;48.6338988772112
7;25119;1739.33550133697;107695.725798915;107709.770417271;89.0747272532816;47.2638768806702
8;19953;1877.62240100195;135405.146989003;135418.16457549;89.2055475959206;45.878848884167
9;15849;2837.45908008043;170802.261701719;170825.828774379;89.0482592261004;44.4838248876891
10;12589;3738.05921527618;214519.398363544;214551.964243988;89.0017063966777;43.2037998909209
11;10000;4710.74233648778;268727.877304742;268769.163287148;88.9957200744716;40.9337568966522
12;7943.3;6792.15745753727;337667.004596711;337735.30966756;88.8476532291378;39.5737339000859
13;6309.6;9593.8501206729;422484.69715047;422593.612453457;88.6991418384142;38.1687069036333
14;5011.9;13114.5884767292;531689.886415221;531851.603125481;88.5870368097386;36.8736819069029
15;3981.1;16862.1738509423;666681.73091884;666894.94168716;88.5511445545638;35.5486599102483
16;3162.3;26217.4490592746;826704.509443463;827120.124630837;88.1835760141102;34.2386339135558
17;2511.9;49133.063749219;1039351.92852038;1040512.60889641;87.293483640019;32.9036079169264
18;1995.3;56302.5701144036;1320321.59552988;1321521.50759042;87.5582112528523;31.5635829203096
19;1584.9;29396.1619247901;1799605.34580758;1799845.41975002;89.0641691314753;30.2685589235792
20;1258.9;-123976.624232152;2116727.92912011;2120355.47238502;93.3519808511681;28.8885349270635
21;1000;90032.253963789;2817828.67122281;2819266.61157101;88.1699689772826;27.4285089307497
22;794.33;183871.425020946;3115683.92184091;3121104.77263375;86.6226189566986;26.0884849341329
23;630.96;382801.625394511;4370492.10614223;4387224.44539326;84.9943652156394;24.7584569374909
24;501.19;596146.988864498;5382449.72598751;5415362.98738277;83.6798190809113;23.4334319408363
25;398.11;-374135.05907089;8618091.990688;8626209.28347942;92.4858064041969;22.113407944169
26;316.23;-2402388.68588534;5705178.88788308;6190358.4339533;112.835429353073;20.7883839475144
27;251.19;-332459.534505441;6491208.41854666;6499716.61498366;92.93194999766;19.493358950784
28;199.53;4203147.02672461;19787735.1293778;20229209.2400736;78.0079398357749;18.0883359543313
29;158.49;4394090.29952658;14387565.5047121;15043605.6420253;73.0168631715907;16.7433089577272
30;125.89;6520993.80918055;304665.243022798;6528107.01273174;2.67495240350261;15.4682889609463
31;100;3503655.36315563;2170056.09315916;4121255.19122833;31.7727972123462;12.4932339684576
