Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;100000;86.2231095924748;8543.47581721883;8543.91089981811;89.421774853118;55.9050368588534
2;79433;98.7439437221729;10770.1770065341;10770.6296528336;89.4747112595075;54.4650118624891
3;63096;128.835241502027;13563.4434499758;13564.0553205944;89.4557802652798;53.0249838661248
4;50119;168.704140732401;17073.9323720778;17074.7658178198;89.4338901846191;51.4349528701392
5;39811;245.421569288843;21496.7218415018;21498.1227477557;89.3458998382145;50.1449308733962
6;31623;357.260907228915;27022.4747644639;27024.8363131384;89.2425434813988;48.8499048766658
7;25119;527.826733801319;33938.310328031;33942.4146015373;89.1089772626316;47.3998778803268
8;19953;710.2136609387;42600.7789469348;42606.698655608;89.0448889192168;46.0148528838237
9;15849;1000.29434262077;53517.7399672612;53527.0873481387;88.9292154061577;44.7198288870933
10;12589;1363.70623744193;67146.4656898321;67160.3123082215;88.8365155045007;43.4598068902745
11;10000;2136.3272631432;84124.8360099522;84151.9573621232;88.5453019622755;42.2047828934432
12;7943.3;2297.58144809273;105411.309432203;105436.345899895;88.7513590344551;39.1847259010681
13;6309.6;3043.21757365677;132283.056524024;132318.057031301;88.6821231905426;37.6646979049058
14;5011.9;4287.85686967887;165621.546347021;165677.042256655;88.5169729430627;36.3346749082638
15;3981.1;5200.17090407706;208101.996232315;208166.958505201;88.5685584066681;35.0046499116218
16;3162.3;6456.90734526361;260286.419086081;260366.494797468;88.5789589749383;33.5946219151817
17;2511.9;9301.14550438155;325764.125267919;325896.880346017;88.3645478442014;32.2595969185523
18;1995.3;12027.9333840795;409327.636450454;409504.316391912;88.3168701292522;30.9395759218851
19;1584.9;15667.4920134092;509230.504556008;509471.468363398;88.2377369973789;29.5295499254451
20;1258.9;42.667781089892;638832.628932823;638832.630357719;89.9961732014564;28.2445259286894
21;1000;31660.7513419053;790217.687819931;790851.691102075;87.7056224885191;26.7544969324514
22;794.33;55783.6033140158;1015101.75112168;1016633.35353951;86.8545483515899;25.4744749356831
23;630.96;61199.6837711838;1256161.891892;1257651.81983544;87.2107789390764;24.1094469391295
24;501.19;79733.8773576258;1677511.49107788;1679405.33936772;87.278719689515;22.7544239425506
25;398.11;112937.584759862;2027054.77684342;2030198.5041801;86.8110561552356;21.5043989457066
26;316.23;403477.149264685;2571051.93229537;2602518.36660926;81.0812693635603;20.1293729491782
27;251.19;426092.146711769;2711359.89703046;2744636.04303275;81.0689705222737;18.8243499524731
28;199.53;-117047.84621744;4383313.2705181;4384875.75944909;91.529608737352;17.4193229560204
29;158.49;-107766.627086136;4760428.76416847;4761648.41883943;91.2968408422662;16.0192989595552
30;125.89;-2195282.24491542;3313359.16189692;3974621.12289551;123.526658014457;14.6492739630141
31;100;3223140.14055169;1997340.88272228;3791833.72096264;31.7859934213091;12.4892349684677
