Index;Frequency (Hz);Z' (Ω);-Z'' (Ω);Z (Ω);-Phase (°);Time (s)
1;100000;-647.021771003129;29574.876030012;29581.9527645274;91.2532834954704;51.6889588694979
2;79433;-896.072001632583;37530.1022792209;37540.7981018104;91.367739176774;50.3089348729821
3;63096;-1143.93097407731;47657.4513131261;47671.1783338364;91.3750175874049;48.9389088764411
4;50119;-1295.92800142554;60424.5262968199;60438.4216172127;91.2286372460458;47.5688808799001
5;39811;-1415.34216872141;76499.1038739289;76512.1956747336;91.0599324414496;46.2588578832076
6;31623;-1354.83038110112;96706.29760081;96715.7875479385;90.8026466392165;45.0088348863636
7;25119;-960.798931108731;122004.933705901;122008.716832722;90.4511996693787;43.763812889507
8;19953;-727.488949229305;153389.265495261;153390.990639434;90.271738271734;42.4787868927514
9;15849;222.313615767548;193813.734999679;193813.862501808;89.9342790317445;41.2387658958821
10;12589;1189.47914366412;243713.105730372;243716.008430666;89.7203613921019;40.0037428990003
11;10000;1958.44039406874;304880.852074087;304887.142152958;89.6319584358759;37.9087029042897
12;7943.3;3336.40592523258;384214.934556272;384229.420451607;89.5024733389425;36.6936799073574
13;6309.6;6127.52841955868;482500.917219635;482539.823975515;89.2724104085429;35.4436579105134
14;5011.9;8432.00978761827;607502.587000839;607561.101455459;89.2047975374572;34.2186349136063
15;3981.1;15452.7233233306;764789.28194247;764945.378724643;88.842484598248;33.0336129165981
16;3162.3;19984.1044158664;940872.373881841;941084.580876424;88.7832221093257;31.808590919691
17;2511.9;9267.00726147028;1193849.56124783;1193885.52730789;89.5552624397528;30.5835679227839
18;1995.3;18041.1970397514;1556317.36623714;1556421.93162457;89.3358435935019;29.4385469256748
19;1584.9;44493.0518292582;1880759.80913353;1881286.02060215;88.6448090456951;28.243523928692
20;1258.9;-294057.374634385;2518874.46479386;2535980.73907658;96.6586593609107;27.0185009317848
21;1000;134327.731758558;2775852.1428612;2779100.40454577;87.2295308010964;25.6984779351176
22;794.33;231145.089244137;4101873.33020759;4108380.80870676;86.7747305937169;24.4784559381978
23;630.96;425640.038813792;4656304.48804246;4675718.22589918;84.7770192312585;23.2384299413286
24;501.19;-133312.821635709;5557024.62788461;5558623.48278137;91.3742600999291;22.07340894427
25;398.11;641333.123111242;5410503.25090434;5448380.82395551;83.239996823338;20.8583889473376
26;316.23;-8270567.30058005;10542681.6736414;13399642.5454248;128.113624134726;19.6083629504936
27;251.19;8226473.87959388;5780351.66550069;10054219.9035279;35.0938875686242;18.3783399535992
28;199.53;3095628.41534645;10221699.073001;10680170.748864;73.1511309720509;16.1982999591032
29;158.49;4083470.24302727;30931996.3320487;31200370.6117662;82.4796163682344;14.9332769622971
30;125.89;5852394.81497435;383271.920372845;5864931.57976161;3.74693609448755;13.788256965188
31;100;4955818.59355017;-901677.629833412;5037177.82893553;-10.3117816392488;11.7182209704143
