#Digilent WaveForms Logger
#Device Name: Discovery
#Serial Number: SN:210244705107
#Date Time: 2018-05-30 17:11:50.061

Time (s),C1 True RMS (V),C1 AC RMS (V),C2 DC (V),C2 True RMS (V),C2 AC RMS (V)
2.5,1.1168710797779346,1.1165517161390524,-0.0061892307738886662,0.0069505861104943289,0.0031629210718804243
2.6000000000000001,1.1165089540584416,1.1161790543491641,-0.0065414065126219003,0.0072848652251154764,0.0032061288471804802
2.7000000000000002,1.1163615931733541,1.1160341340486084,-0.006242251111543729,0.0070045794256349391,0.0031778033278441241
2.7999999999999998,1.1159371556624151,1.1156296677300355,-0.0065258883650155105,0.0072410473475685447,0.0031377615806624484
2.8999999999999999,1.1151903322646393,1.1148819940865256,-0.0066392570544730927,0.0073555756430866061,0.0031661899509970045
3,1.1150045717660906,1.1147002985699643,-0.0065211467088024597,0.0072447029116893226,0.0031560047339812495
3.1000000000000001,1.1139874559404501,1.1136662170403859,-0.0063840697382795747,0.0071144936959736818,0.0031400118036129742
3.2000000000000002,1.1131130876725455,1.112815025381344,-0.0061668156717905468,0.0069122047987807854,0.0031223324055015427
3.2999999999999998,1.1121028337451562,1.1117960484756435,-0.0058012770837295993,0.0065978384110514958,0.0031427147334970465
3.3999999999999999,1.1108654744424917,1.1105573595370146,-0.0056693728290755007,0.00647860871369005,0.0031353759886237351
3.5,1.1080115852642418,1.1076939993544539,-0.0055297095006182706,0.0063735151518757964,0.0031692283335160035
3.6000000000000001,1.1065236061567045,1.1061931510233052,-0.0063538955623783323,0.0070841951929807735,0.003132703738727676
3.7000000000000002,1.1085889364725217,1.1082636057921711,-0.0056965295873866433,0.0065110403707921947,0.0031532835854255134
3.7999999999999998,1.1079788971611277,1.1076579498345098,-0.0058111914558114765,0.0066058231481584259,0.003141170693968783
3.8999999999999999,1.1076524887738113,1.1073335882333393,-0.0060202553888415774,0.0067901482423832022,0.0031404837536058161
4,1.1065048665818447,1.1061999470582455,-0.0061594876576430979,0.0069084340562632126,0.0031284457650851243
4.0999999999999996,1.1055818455057185,1.1052735436459549,-0.0065375269757202738,0.0072377473823272594,0.0031057572687044972
4.2000000000000002,1.1043472167269057,1.1040386004765403,-0.0063750174855092172,0.0071106857527531786,0.0031497625202316251
4.2999999999999998,1.1043087760966095,1.1040052316190876,-0.0063452743692637113,0.0070755146475126509,0.0031305591682525371
4.4000000000000004,1.1041270610145402,1.1038193749479612,-0.0062426821711994186,0.0069761449034629174,0.003113762518802219
4.5,1.103934300705407,1.1036140885245351,-0.0062069042197736464,0.0069585022988074867,0.0031456468729123177
4.5999999999999996,1.1032813444154546,1.1029750393982796,-0.0062340609780847977,0.006971916169593583,0.0031215539074891498
4.7000000000000002,1.103059772252911,1.102738045292202,-0.0060392220136937817,0.006805693466443565,0.0031377158935294775
4.7999999999999998,1.1023095968604042,1.1019995673959913,-0.0058620564951878378,0.0066390158901483767,0.0031165406522084514
4.9000000000000004,1.1019797277330874,1.1016637145393109,-0.0055840230172405046,0.0063803799324640394,0.0030867353345429972
5,1.1012788736055088,1.10097939813554,-0.0053706484876530416,0.0062130300299089751,0.0031237600699509085
5.0999999999999996,1.100540903562768,1.1002272646432163,-0.0058211058278932956,0.0066259850455296209,0.0031651863711397422
5.2000000000000002,1.0997619960218457,1.0994594609250354,-0.0061344861976106125,0.0068741338577602267,0.0031019018981468887
5.2999999999999998,1.0990657258280334,1.098760631989891,-0.0059624933949734595,0.0067347510331865479,0.0031313805252481501
5.4000000000000004,1.0986052814335694,1.0982823534506723,-0.0059693903494651849,0.0067658020409606867,0.0031847222976546883
5.5,1.0978761357595506,1.0975615200602638,-0.0064142439141808482,0.0071145601483822421,0.0030780580102296386
5.5999999999999996,1.0969974425566986,1.0967033797608907,-0.0062125079952981607,0.0069529095330184256,0.0031221299432747955
5.7000000000000002,1.0959794793558102,1.0956935007716422,-0.0063487228465095753,0.0070648251815961472,0.0030992697631412034
5.7999999999999998,1.0948752370298227,1.0946028044414553,-0.0060448257892183003,0.0068160731765931296,0.0031494340327543127
5.9000000000000004,1.0938451055953589,1.0935505033556927,-0.0060293076416119609,0.0067916709262429396,0.0031263786292085476
6,1.0926956769924749,1.0924053936119287,-0.005841796691368477,0.0066306006737167026,0.0031366027340113825
6.0999999999999996,1.0915325951064554,1.0912530145064876,-0.0061922481914787461,0.0069235816057386145,0.0030971026115465604
6.2000000000000002,1.0899304282504148,1.089636570568062,-0.0061107779165453686,0.006863046566887303,0.0031240680904750314
6.2999999999999998,1.0886362612743463,1.0883549833015329,-0.0060620681754476264,0.0068113256989495753,0.0031057184697578888
6.4000000000000004,1.0871455981885754,1.0868580148195712,-0.0060681030106278719,0.0068266974609424835,0.0031276067648676529
6.5,1.0844077767295441,1.0841345532397251,-0.0059275775628591576,0.0066987367295704451,0.0031204002961771897
6.5999999999999996,1.0788679505413303,1.0785764301647565,-0.0060827590389227791,0.0068213967790987122,0.0030873121792750961
6.7000000000000002,1.0772284110776555,1.0769268965533227,-0.006232767799117564,0.0069559037947107888,0.0030882362544909681
6.7999999999999998,1.0751020355954533,1.0748188893037247,-0.0062849260174612023,0.0070025045660487614,0.0030878431230506979
6.9000000000000004,1.0723621354331854,1.0720823112817428,-0.0063607925168700811,0.0070585146564227158,0.0030598934151799236
7,1.0702840702312937,1.069998522219372,-0.0062827707191825417,0.0069885582742812676,0.0030605128399022398
7.0999999999999996,1.069841102233015,1.0695304648885242,-0.0063116517161165677,0.007001843888623108,0.0030313149712773175
7.2000000000000002,1.0678834464006224,1.067563870081268,-0.0065763223447361839,0.0072542768117019015,0.003062109808435522
7.2999999999999998,1.0650495207935118,1.0647314116329989,-0.0062525965432812551,0.0069463257549291762,0.0030259672768452638
7.4000000000000004,1.0646833418910286,1.0643856215200476,-0.0062444064098223524,0.0069714902712108813,0.0030998492206163646
7.5,1.0633532117646445,1.0630632870961725,-0.0059215427276788938,0.0066636824285052848,0.0030561405779579434
7.5999999999999996,1.0585929549063811,1.0582819921650701,-0.0065396822739989336,0.0072074187923520956,0.0030297592979462041
7.7000000000000002,1.0551485431767562,1.0548551930719539,-0.0064414006724919353,0.0071088623610125138,0.0030073711849782094
7.7999999999999998,1.0512250570317669,1.0509206137701566,-0.0061780232228395926,0.0068688818433458518,0.0030022602878329091
7.9000000000000004,1.0440275618794352,1.0437314330777439,-0.0056068691789943137,0.0063560451342702523,0.002993714708939737
8,1.032298103747832,1.0319972561096236,-0.0056116108352073733,0.0063451646422729114,0.0029615769737981047
8.0999999999999996,0.99088843409855965,0.99057191048390181,-0.0054900520122909066,0.0061744422484562066,0.0028254319991569271
8.1999999999999993,0.97365192256963995,0.97334399024981877,-0.0059879259146616345,0.0066257658142794473,0.0028364618569965156
8.3000000000000007,0.98177801352078786,0.98146358001501388,-0.0058555906003518281,0.0065076516583063397,0.0028392937197348764
8.4000000000000004,0.98305174355246827,0.98274168905940651,-0.0057879142344018806,0.0064461386372105531,0.0028377371522648556
8.5,0.98210524295921109,0.98178421424900653,-0.0058392103334340105,0.0064849439172611299,0.0028210140538355412
8.5999999999999996,0.97153108599230398,0.97121768009041276,-0.0060801726809883308,0.0066971976971327389,0.0028078385216818288
8.6999999999999993,0.96747803481746741,0.96715084883806646,-0.0061689709700691641,0.0067927166467312431,0.0028433776768522932
8.8000000000000007,0.97822413377389839,0.97791457777004898,-0.0062448374694780567,0.0068642048446868956,0.0028494408450822233
8.9000000000000004,1.0126436615726171,1.0123599894778708,-0.00613448619761059,0.006778697083637015,0.0028842352960587328
9,0.99914262335390258,0.99882477347479393,-0.0059370608752852463,0.006600582730244514,0.0028842677653015173
9.0999999999999996,0.96626443800195538,0.96592385448271656,-0.0061094847375781428,0.0067380917600132536,0.0028418439097979485
9.1999999999999993,0.96957686793090392,0.96925635422516443,-0.0060724136071851845,0.0066975302052450208,0.0028253679111649448
9.3000000000000007,0.98120498121930977,0.98088097760839599,-0.0059534411422030829,0.0066014847004422679,0.0028523917712150091
9.4000000000000004,0.97253038438015416,0.97222102820720147,-0.0062504412450025476,0.006857425400808209,0.0028206856206277713
9.5,0.96885613766960421,0.96855809203523646,-0.0060556022806116175,0.0066719516150336895,0.0028008247664572366
9.5999999999999996,0.97272162074076574,0.97240364577613025,-0.0056732523659770787,0.0063278391023332322,0.0028028120338243986
9.6999999999999993,0.99534551239639057,0.99503364236246683,-0.0056413539514529121,0.0063201402413399716,0.0028494382366755109
9.8000000000000007,1.0144993063723191,1.0141853855714726,-0.0058504178844830954,0.0065449637982416004,0.0029341373003343085
9.9000000000000004,0.99421013341314735,0.99386684532700953,-0.0059767183636126207,0.0066290073300901767,0.0028675034061781627
10,0.96682013067249983,0.96647803591462089,-0.0057271348229436005,0.006372506028553662,0.0027944158251369728
10.1,0.96322570084386072,0.96288793309085008,-0.0058965412676463824,0.006539566677997293,0.0028278496096703059
10.199999999999999,0.98017954991367406,0.97984635442994383,-0.0058896443131547013,0.0065538196776268876,0.0028748290786360605
10.300000000000001,0.97397003758232403,0.97362127717272051,-0.0060487053261198869,0.0066836453284282457,0.0028432866112983362
10.4,0.97067038421562557,0.97032209212518783,-0.0058318823192865469,0.006458809067018987,0.0027758535945176651
10.5,0.96899251954673615,0.96866886336000724,-0.0060965529479062013,0.0067148824878103096,0.0028145495160819731
10.6,0.98170029613062859,0.98136403903414193,-0.0059827531987928905,0.0066216236073629925,0.002837703888695706
10.699999999999999,1.020992830589655,1.0206715094898744,-0.0055650563923882951,0.0062729719770676191,0.0028948790604465947
10.800000000000001,1.0162648942712298,1.0159362325379642,-0.0056986848856653022,0.0064026190215436063,0.0029186505287409742
10.9,0.97965644204668922,0.97932711255607885,-0.0054430665098160989,0.0061135849034188259,0.0027836931118619002
11,0.96898821626249165,0.96864465521163223,-0.0056555789200920829,0.0062969326237654888,0.0027687158660380474
11.1,0.98402061129683316,0.98368882809896396,-0.0054516877029306895,0.0061330677239716004,0.0028095588437571021
11.199999999999999,0.97961049998290839,0.97928106618068911,-0.0052999547041129805,0.0059992242981247307,0.002810902401998089
11.300000000000001,0.97870448257601828,0.97839482001049927,-0.0055982479858796607,0.0062618585869974328,0.0028054397965640446
11.4,0.97964542705586555,0.97932847013683988,-0.0050878733534926463,0.005835879891749809,0.0028585029035749182
11.5,1.0008029251420374,1.0004841665584203,-0.0053603030559154731,0.0060795301499071211,0.0028684208185638205
11.6,1.0203065605059132,1.0199866663510728,-0.0060068925395138483,0.0066807714388568903,0.0029240295889365686
11.699999999999999,1.0178808883636636,1.0175756628943509,-0.0059323192190721876,0.0066186366697798971,0.0029349514560857749
11.800000000000001,0.99560819318599636,0.99528749916730941,-0.0065414065126218578,0.0071515894486511335,0.0028905419005238499
11.9,0.97812665489781325,0.97779004592609209,-0.0066685691110628378,0.0072502063393928345,0.0028452904903975497
12,0.98903002841928267,0.9886884517373008,-0.0062849260174611442,0.0069251259926509179,0.0029081050478148981
12.1,0.98665747822073468,0.98632537175372803,-0.0063970015279515421,0.0070161572241304732,0.0028818108274313915
12.199999999999999,0.98092695376300765,0.98059020704363375,-0.0062206981287570434,0.0068394458764483614,0.002842698486956056
12.300000000000001,0.98207789859790628,0.98174350562189061,-0.0062099216373637531,0.0068402318918109571,0.002868038631459941
12.4,0.99661379518115722,0.99630277175503024,-0.0062900987333299385,0.0069330398640558887,0.0029157674258326266
12.5,1.0214673334691191,1.0211511155002571,-0.0060508606243985259,0.0067120744721413999,0.002905000761389311
12.6,1.019982695436024,1.01966996447035,-0.0060055993605467317,0.0066845853361100719,0.0029353802881974312
12.699999999999999,0.99765989533437205,0.99733040766355174,-0.0064698506097702847,0.0070954961255703698,0.0029132624933631756
12.800000000000001,0.98395472255987715,0.983638741862912,-0.0060568954595787965,0.0067084136983030914,0.0028838917696945164
12.9,0.9939958765217638,0.99367496697677349,-0.0058254164244506239,0.0064879009767180047,0.0028561131919863435
13,0.98807743267566628,0.98775192315008664,-0.0057823104588773317,0.0064505190599443152,0.0028590351344220891
13.1,0.98316689081061392,0.98284178490602159,-0.0058034323820082808,0.0064650194690515821,0.0028489733804781289
13.199999999999999,0.97940834727560377,0.9790970742249715,-0.0055999722245026334,0.0062547259767814075,0.0027860201236569312
13.300000000000001,0.99362441815688884,0.99330550827174002,-0.0057892074133690571,0.0064509201058664265,0.002845952869824512
13.4,1.0207145176163559,1.0204118527870987,-0.0056254047441907998,0.0063387800050690836,0.0029214642590140749
13.5,1.0195254950053729,1.0192203115686427,-0.0053603030559154947,0.0060882870433031835,0.0028869344070128413
13.6,0.99487817864647887,0.99455787993829325,-0.0053396121924403324,0.0060503918630162067,0.0028453090043776409
13.699999999999999,0.97891772000056221,0.97861922680866731,-0.0052559866192282718,0.0059674979713690282,0.0028258868867638708
13.800000000000001,0.99019435852608306,0.98989076663252029,-0.0054271173025539623,0.0061164493377222958,0.0028208775736003073
13.9,0.98420767125236841,0.98389679794142781,-0.0053917704107839344,0.0060769173440026625,0.0028031653970526705
14,0.97606865978953827,0.97573334233365239,-0.0053965120669969852,0.0061005686707558127,0.0028451002824788408
14.1,0.97622693953107376,0.97590513295426107,-0.0055413481113230278,0.0062122494718577477,0.0028081140663674974
14.199999999999999,0.99851030113036299,0.99820569397448922,-0.0054327210780785009,0.0061270029449315465,0.0028329678386807377
14.300000000000001,1.027518072740357,1.0272060545864519,-0.005434014257045699,0.0062050753264031207,0.0029957384499583167
14.4,1.0264673846999455,1.0261506572824588,-0.0057258416439764552,0.0064193294295876255,0.0029021591606378646
14.5,0.99510634070621762,0.99479105133695789,-0.0059340434576951187,0.0065883648704330106,0.0028624604640307525
14.6,0.97571622784005407,0.97538038476453615,-0.0061387967941679477,0.0067706504495071871,0.0028560254602022295
14.699999999999999,0.98866590725469672,0.98833440912430215,-0.0063616546361815064,0.0069865162861221432,0.0028880374142655962
14.800000000000001,0.9841666112118731,0.98383997332126405,-0.0057202378684519098,0.0063744884126016319,0.0028130021775178587
14.9,0.97945751662010461,0.97911677098679395,-0.0058443830493028004,0.0064755539293305528,0.0027885454030171322
15,0.97810526486095328,0.97777640220615714,-0.0059185253100887507,0.0065647393355153759,0.0028402219450422623
15.1,0.99352742111253445,0.99322070068748058,-0.0058185194699588681,0.006477875163300395,0.0028474019401925881
15.199999999999999,1.02071311728771,1.0204056769687897,-0.006036204596103681,0.0067049868479269045,0.002919089362258237
15.300000000000001,1.018645146175903,1.0183253958406231,-0.0061698330893806977,0.0068188484081702075,0.0029034209585913
15.4,0.99245081433870075,0.99212714456836881,-0.00627889118228089,0.0069115150309918974,0.0028886961669062914
15.5,0.98212663210491291,0.98180119276408395,-0.0055732465258472091,0.0062423116277763955,0.0028116503375067063
15.6,0.9925223897487806,0.99221188636704116,-0.0053689242490301244,0.006075366067413151,0.002843365129779978
15.699999999999999,0.98683098893541787,0.98652077047223297,-0.0055443655289131493,0.0062291166168449421,0.0028393493458980764
15.800000000000001,0.98113615079013061,0.9808005410631172,-0.0052512449630152044,0.0059415240369724964,0.002779592455797696
15.9,0.97944109099349841,0.97911134460401483,-0.0056521304428462605,0.0063301197476314545,0.0028502346353245717
16,0.99790551056041776,0.99757216328503762,-0.00557755712240452,0.0062574574864272233,0.0028366583757574973
16.100000000000001,1.0242693891852437,1.0239491926859337,-0.0060857764565128486,0.0067556827451935751,0.0029330145371370443
16.199999999999999,1.0212525883003893,1.0209387402546164,-0.0057422219108942633,0.0064417958769122791,0.002919524215663986
16.300000000000001,0.99130930627526614,0.99098366272480332,-0.0058025702626968,0.0064523311031621563,0.0028218353976266525
16.399999999999999,0.98244638366745307,0.98212686627760315,-0.0058314512596308711,0.0064796517689220175,0.0028249005740102447
16.5,0.99168081543015796,0.99135989789994716,-0.0061875065352656588,0.006820225073463324,0.0028688382541961076
16.600000000000001,0.98418526142963147,0.98386625422642626,-0.0058366239754995908,0.0064794226447553753,0.002813669912763403
16.699999999999999,0.97892941338929607,0.97859715515232149,-0.0058633496741550264,0.0065119861230027894,0.0028332126402311176
16.800000000000001,0.9808427669295432,0.98050991957788425,-0.0059874948550059188,0.0066318696728991508,0.0028515961704973936
16.899999999999999,1.0038505084481468,1.0035079605431281,-0.0058310201999750904,0.0064887088075170143,0.0028464970430741106
17,1.0293560375882533,1.0290335972170408,-0.0057301522405337766,0.0064461129335884855,0.002952579762323286
17.100000000000001,1.020616973213806,1.0202730628545633,-0.0056482509059446193,0.006340506908459987,0.0028808487568289663
17.199999999999999,0.99112322691418941,0.99076556632539359,-0.0056133350738303122,0.0062935390298696926,0.002845892280006008
17.300000000000001,0.98808194798535265,0.98775749456817696,-0.0053387500731288656,0.0060594829150458079,0.0028661962344535769
17.399999999999999,0.99321617267952733,0.99289513093688919,-0.005749549925041726,0.0064136429961029204,0.0028420929156012585
17.5,0.98572569381609365,0.98539244962387984,-0.0058952480886791756,0.0065271587905778453,0.0028017587066588813
17.600000000000001,0.98082555374828506,0.98050581448495777,-0.0062543207819041281,0.0068482669334932267,0.0027896651321289018
17.699999999999999,0.98380932335305205,0.98347508377736315,-0.0057443772091729213,0.0064126877332818131,0.0028503849640558539
17.800000000000001,1.0032726461839625,1.0029498338552481,-0.0057866210554346729,0.0064755283424680404,0.0029064555862605155
17.899999999999999,1.0165889215728559,1.0162523558786289,-0.0057797241009429814,0.0064725424205432387,0.0029135192984963169
18,1.0088143454740635,1.0084791497205314,-0.0064021742438203407,0.0070257020106621916,0.0028935538174334327
18.100000000000001,0.97962291704528937,0.97928980031302049,-0.0062327677991175397,0.006851392217771788,0.0028450273960060764
18.199999999999999,0.98687691099303776,0.98653023147730068,-0.0062681146908876119,0.0069014939883530564,0.0028881408367929058
18.300000000000001,0.9890866446636748,0.9887461898098846,-0.0062168185918554508,0.0068299207583164129,0.0028282475423552665
18.399999999999999,0.98239692779646048,0.98205285130334152,-0.0063521713237553968,0.0069797127334314917,0.0028924573142714281
18.5,0.97801133224072168,0.97768041315324128,-0.0065685632709329344,0.0071584779319469362,0.002845660355333676
18.600000000000001,0.98416745236682524,0.98382558881829441,-0.0061586255383316076,0.0067792468731703442,0.0028336407051703445
18.699999999999999,1.0042162314480467,1.0038848586660045,-0.0059909433322517846,0.0066550912577193356,0.002898074815859309
18.800000000000001,1.0212340305007435,1.0209143948114869,-0.0063896735138041097,0.0070297863543085622,0.0029308648167753024
18.899999999999999,1.0151370400065813,1.0148138107437938,-0.0064323484197215831,0.0070575458811986949,0.002904108757007258
19,0.98159868961465613,0.98124668952628935,-0.0062254397849700899,0.0068259914461949499,0.0027996533191156745
19.100000000000001,0.98214930202508322,0.98182341795792571,-0.0063948462296728788,0.0070018033425402687,0.0028515244600817052
19.199999999999999,0.98726897998333651,0.98693582305419192,-0.006377172783787825,0.0069932832083431876,0.0028701354180259747
19.300000000000001,0.98005733262439887,0.97971988247287201,-0.006406484840377636,0.0070179385933710229,0.0028650329998683851
19.399999999999999,0.97462866721775643,0.97429723623693776,-0.0061129332148240111,0.0067302595156291866,0.0028157486853085337
19.5,0.97907331179132495,0.97874313009319613,-0.0061905239528558019,0.0068175309286793188,0.0028558958581529946
19.600000000000001,1.0078634635379187,1.0075272658501317,-0.0060918112916931401,0.0067274278698800328,0.0028544913611424664
19.699999999999999,1.0285929796994355,1.0282661454349016,-0.0061474179872825835,0.0068235851479579845,0.0029615142007198415
19.800000000000001,1.0228770258008526,1.02256170125435,-0.0061245718255287821,0.0067695672151552415,0.0028838620345713029
19.899999999999999,0.98285690330755326,0.98252804850221653,-0.006558648898851124,0.0071572805386537104,0.0028654474922055351
20,0.97739727283098665,0.977082365331151,-0.0064500218656065719,0.0070409551332087242,0.00282352034188735
20.100000000000001,0.98782496267551956,0.98748364508679431,-0.0059741320056782097,0.0066213076407707835,0.0028550764705098128
20.199999999999999,0.98229040822741098,0.98196138587824022,-0.0061099157972338662,0.0067363788862359851,0.0028368520316781071
20.300000000000001,0.9794523296799551,0.97911609790086462,-0.0058991276255807874,0.0065445720589680061,0.0028340283506225069
20.399999999999999,0.97930575272021125,0.97897962993800991,-0.0062469927677567321,0.0068673294703470228,0.0028522439260851213
20.5,0.99462139814009987,0.99430787224846517,-0.006236216276363408,0.0068647870490764814,0.0028696529029805656
20.600000000000001,1.0226332845673893,1.022321343266215,-0.0063047547616248822,0.0069598256277114542,0.0029477517134108094
20.699999999999999,1.027761692829769,1.0274483964095693,-0.0070013471652881536,0.0076005960727297487,0.0029580734493757197
20.800000000000001,1.0102480078616687,1.0099433224673706,-0.0066530509634564828,0.0072671768271871853,0.0029238282978405047
20.899999999999999,0.98016989872706961,0.97983709074649072,-0.0061280203027746253,0.0067682966125225258,0.0028735354885340235
21,0.98725817791862835,0.98692804828753455,-0.0064530392831967367,0.0070687736250043568,0.0028854539627368981
21.100000000000001,0.98728774977998934,0.98696935386926521,-0.0062870813157398396,0.006907319494022038,0.0028607116460366328
21.199999999999999,0.97862540628616412,0.97829954324536683,-0.0061077604989551839,0.0067372615289051276,0.0028435812976358929
21.300000000000001,0.97686906050103606,0.97652767216760739,-0.0060836211582341992,0.0066840817998752161,0.0027688450860432435
21.399999999999999,0.99712446052655446,0.99679090744960575,-0.0061711262683478707,0.006820021644667139,0.0029034282863252166
21.5,1.0264034579207784,1.0260733892813265,-0.0064418317321477134,0.0070881518592031609,0.0029571440130331298
21.600000000000001,1.0365636065991843,1.0362379026483797,-0.006533216379162949,0.0071781550734197263,0.0029737172026094998
21.699999999999999,1.0119778856444903,1.0116516053836977,-0.0065810640009492105,0.0072047144285762388,0.0029321505099059921
21.800000000000001,0.98961185037862365,0.98926671780091091,-0.0066388259948173042,0.007241616032697221,0.0028925753534785686
21.899999999999999,0.9955279506896445,0.99520363287119995,-0.0067543499825535418,0.0073431069724795642,0.0028809679488761629
22,0.9946213770669976,0.99428098203549464,-0.0067771961443073691,0.0073555738392921937,0.0028590346144916103
22.100000000000001,0.98658971205203028,0.98625630339557824,-0.0066931395114395789,0.0072811847651688471,0.0028666243327177183
22.199999999999999,0.98649113411737854,0.98614006949588739,-0.0065017490242944573,0.0071083529825984784,0.002873315463066968
22.300000000000001,0.99659581124870544,0.9962533115293688,-0.0063271698637229444,0.0069459836867569354,0.0028659397921603626
22.399999999999999,1.0130428617302758,1.0127013353666876,-0.0065987374468342071,0.0072041159956805056,0.0028906662531265198
22.5,1.018789756974922,1.0184606809773236,-0.0063901045734598375,0.0070227279136937503,0.0029129488306556474
22.600000000000001,1.0111435888109981,1.0108206974434575,-0.0064625225956228315,0.0071068316255194202,0.0029568323345337253
22.699999999999999,0.98835252520940198,0.9880158318786918,-0.0062888055543627516,0.0069109931855269547,0.0028657898579299962
22.800000000000001,0.9901846086789059,0.98986251816398485,-0.0063129448950837667,0.0069390074705369354,0.0028803734875536141
22.899999999999999,0.99257590381441085,0.99225120204639072,-0.0062194049497898479,0.0068456177115850921,0.0028603293383270161
23,0.9865294404259044,0.98620481697076601,-0.006635377517571487,0.0072432239170164585,0.0029044892685880066
23.100000000000001,0.98306603072810628,0.982736425624398,-0.0069453094100429338,0.0075221996168710319,0.0028889728754038493
23.199999999999999,0.98744609112004011,0.98711024026794714,-0.0069194458306989955,0.0074968371769431885,0.0028851060731999553
23.300000000000001,1.0092777968439721,1.0089473634587038,-0.007068161411926629,0.0076554528846944888,0.0029405872074677437
23.399999999999999,1.0238190662165776,1.0234917697361658,-0.0065862367168180109,0.0072180176787988151,0.0029531788163754172
23.5,1.0140012557823235,1.0136695086230456,-0.0062297503815274364,0.0068892938091107856,0.0029415267076992901
23.600000000000001,0.99434767281241709,0.99402539542914081,-0.006166384612134793,0.0068022310159955865,0.0028715932180929421
23.699999999999999,0.98528510381498957,0.98494614958778348,-0.0060469810874969627,0.0066739192036988238,0.0028240427165594165
23.800000000000001,0.99249839815617846,0.99218051546989217,-0.0061469869276268305,0.0067753600723733801,0.0028495711645602465
23.899999999999999,0.98471808956587048,0.98440567503996157,-0.00602542810471033,0.0066771260933778586,0.0028771911688020382
24,0.97897816647403002,0.97863970250267196,-0.0061271581834631463,0.0067494154147363311,0.0028306432193933896
24.100000000000001,0.98374059823834614,0.98340534078567876,-0.0056930811101407568,0.006366990828726069,0.0028508594645190967
24.199999999999999,1.0059532671136868,1.005620618721043,-0.0053340084169158095,0.0060683675812408149,0.0028936895668549107
24.300000000000001,1.0261324210326386,1.0258340463155435,-0.0057887763537133631,0.0064581321098379054,0.002863134414379903
24.399999999999999,1.0145248948728618,1.014213905317912,-0.0060823279792669967,0.006732129827257567,0.0028856296303710269
24.5,0.98758112334136139,0.9872730157930274,-0.00590817987835115,0.0065438261547700223,0.0028133736454470778
24.600000000000001,0.98376841554209804,0.98345796318863599,-0.005942664650809777,0.0065849849185098631,0.0028366817278323133
24.699999999999999,0.98956593082993483,0.98925934839435448,-0.006100001425152054,0.0067387215789463713,0.0028636255222529244
